205	542	15	17.66
115	199	221	33.05
202	943	9	11.37
116	593	55	19
143	8	291	20.76
169	57	168	48.99
2175	123	11	7.4
16662	139	4	15.31
837	145	18	10.17
36921	104	3	9.17
13655	112	8	28.92
10	5617	15	187.76
119	4058	14	24.6
809	914	3	7.99
11835	103	7	8.31
537	2063	3	9.88
504	1457	4	12.16
533	582	12	40.69
535	828	4	8.91
3629	119	12	14.57
571	113	51	11.98
474	1371	5	16.12
106	6039	13	25.65
1393	338	6	17.12
14605	104	7	15.85
519	13335	5	45.22
918	110	35	8.59
12551	12	9	7.97
1965	577	3	10.09
1456	384	4	9.52
225	4891	4	13.13
2992	189	5	10.6
1130	9138	3	24.97
111	2567	34	76.25
110	2939	15	10.91
15214	1107	3	29.9
5272	248	7	34.24
19026	120	3	7.21
2778	101	29	10
16977	124	3	7.53
2199	135	10	8.85
163	1365	8	7.02
1691	1093	3	13.42
2870	2630	7	64.17
4345	127	10	19.38
110	818	40	9.95
102	32425	3	6.66
538	274	8	7.25
167	5795	4	9.84
3058	164	5	7.84
164	4655	4	7.9
2032	166	8	13.01
8106	13	5	13.65
135	5815	9	23.94
377	3366	3	10.28
6000	205	5	19.69
192	5497	3	7.2
30920	140	3	18.56
3120	114	11	6.67
3473	471	3	12.14
3118	3395	3	25.74
102	25353	4	8.88
915	408	4	7.39
1425	107	25	9.43
6640	12	18	15.95
1970	249	6	14.78
443	574	5	6.85
165	7384	3	7.14
7347	107	9	15.12
293	798	7	10.87
765	1029	3	8.16
13	3829	7	11.85
322	1389	4	7.2
123	16401	3	7.46
135	1599	12	8.22
2680	123	10	8.26
107	268	169	34.41
2229	220	4	6.64
2293	3290	4	31.76
559	3119	3	12.65
4646	146	5	6.88
19521	273	3	20.36
146	7796	4	8.23
468	1698	4	12.7
14266	5597	3	39.56
908	1080	3	9.35
30011	104	3	9.17
113	5714	9	12.9
4166	119	13	21.62
2122	115	17	10.06
4074	128	7	7.81
112	20892	3	6.85
115	1746	19	9.12
10648	8	8	32.57
135	16516	4	14.82
2244	619	3	11.13
4866	127	7	10.55
3201	305	3	8.14
140	422	31	6.63
171	319	69	141.51
326	3361	3	8.86
651	1409	3	8.83
139	2400	14	23.57
143	3950	7	10.73
3299	14	45	8.88
235	1266	6	9.27
330	893	5	7.41
10202	139	4	10.07
200	2454	7	17.33
21815	113	3	7.24
269	2199	4	8.59
16	665	50	30.29
708	775	5	14.75
1637	16	20	14.07
170	1922	7	10.15
140	636	22	7.31
236	3276	4	10.06
675	1338	4	14.03
263	1275	5	7.63
2301	109	20	14.18
435	4807	3	13.79
296	151	46	13.87
105	10030	6	6.79
462	12	227	21.67
101	8478	10	7.19
432	1707	3	7.49
1962	379	3	7.25
10947	2634	3	32.1
6022	116	8	9.44
24704	103	4	10.68
15660	20501	5	100.66
14467	127	3	7.15
1039	785	11	58.81
11585	155	3	8.73
1307	524	3	7.27
765	288	8	13.27
256	110	161	19.41
21	13656	3	9.26
7257	181	3	8.69
119	20494	3	8.36
4243	101	20	9.68
830	1914	3	12.28
163	227	40	7.16
670	163	14	8.6
120	15980	5	16.99
18127	106	4	9.66
107	1057	31	8.51
5119	8828	3	34.41
106	432	75	12.52
2744	127	17	33.03
2066	120	14	8.54
59	4852	6	10.42
2612	269	4	9.82
7020	113	6	6.8
16877	159	3	13.2
3950	242	3	7.38
342	532	8	11.48
14121	107	4	6.72
344	761	6	9.76
125	9233	4	6.81
15048	147	3	9.15
35541	101	3	6.69
8	6121	11	35.88
229	9838	5	27.97
4160	101	22	13.24
28	305	3	9.34
134	8588	4	7.32
127	23693	4	22.86
3454	135	9	13.49
175	6277	3	7.08
7365	122	6	9.99
103	35341	3	8.01
101	36133	3	6.69
10304	114	5	7.94
1355	1233	3	12.71
24324	32845	3	63.99
334	132	52	14.11
242	115	144	13.88
104	18106	5	10.36
152	409	40	35.09
238	4151	3	7.55
1671	1676	22	212.24
1678	747	4	16.79
3274	1154	4	26.03
105	33631	3	11.19
122	1040	25	13.71
3003	401	3	10.18
312	5858	3	12.1
20951	34933	3	61.76
6646	16	7	10.62
2392	156	9	14.98
5625	114	9	11.7
384	506	7	9.88
892	324	6	10.47
756	5353	4	27.06
7731	168	3	7.62
250	6526	3	11
416	4142	3	12.53
7032	186	5	20.64
4056	141	6	7.81
14417	152	4	16.93
4122	190	4	8.9
133	5432	9	22.52
16	12192	4	7.15
127	4244	10	20.65
7697	4138	4	45.59
102	249	437	57.37
761	2493	62	784.26
185	599	27	52.75
4814	180	4	9.64
153	1568	9	8.35
29640	101	3	6.69
3600	26022	3	42.52
3281	114	12	9.51
2259	116	26	35.31
822	445	4	6.78
130	3191	11	17.43
186	4020	5	14.03
6219	13	4	6.67
14	1207	127	10.71
694	140	21	8.13
1619	105	33	21.28
4366	388	5	25.82
105	419	88	9.1
102	1068	75	19.74
159	978	15	20.01
8617	102	10	7.1
2189	982	3	14.21
5740	448	3	15.38
2861	355	3	8.75
629	2546	13	92.03
103	3044	24	12.22
104	2393	25	9.84
597	3375	44	525.25
760	670	6	18.61
1298	138	14	9.48
153	7492	4	9.87
57	26019	3	14.22
159	6685	4	10.83
133	7843	4	6.91
113	8594	11	33.1
1808	4652	3	23.07
144	9212	4	9.41
1436	828	3	11.01
973	13996	3	31.85
477	602	50	311.07
7096	181	3	8.69
662	5942	4	26.77
3098	108	13	7.55
269	9848	3	14.72
135	28005	3	13.66
303	2018	6	18.38
18563	12	6	8.77
306	13	94	112.43
4471	23618	3	44.08
336	160	35	17.72
243	825	7	7.9
23959	5941	3	46.18
3204	377	3	9.9
3783	1385	3	19.93
101	34456	3	6.69
102	21964	5	11.1
3102	111	13	10.51
108	11373	5	7.35
1032	1381	3	11.91
4476	1594	5	42.3
8020	18180	3	44.73
4993	102	18	11.45
6016	104	11	8.5
670	11893	3	23.95
126	5558	7	12.11
209	7527	3	10.22
3488	213	4	9.56
11867	113	5	9.79
27990	27989	4	89.01
22871	104	4	7.71
867	706	4	11.1
33820	122	3	15.51
621	3184	3	13.36
122	4166	10	13.75
339	613	6	7.29
6654	4224	7	87.47
3394	31352	3	46.58
1867	153	83	585.01
4778	119	8	8.89
22718	117	4	14.25
180	921	9	7.83
152	1310	12	12.58
2252	755	3	12.58
1225	532	3	6.89
18653	122	6	31.03
3685	282	3	8.46
3615	106	13	10.64
365	2428	64	678.74
521	524	5	8.16
16791	117	4	10.08
110	12354	7	17.87
5499	101	17	11.54
125	4440	8	11.64
17756	1335	6	81.53
2433	627	5	24.87
166	9657	4	14.81
587	2556	5	24.48
549	2202	3	10.37
872	132	18	7.46
181	6372	4	12.67
964	115	29	7.62
189	525	12	7.1
101	481	145	9.18
695	698	7	23.59
2642	281	3	6.71
3155	104	21	12.98
105	2057	21	7.57
102	1399	54	12.2
186	894	16	31.93
8	17548	4	16.28
122	17472	6	31.03
221	397	19	21.39
155	2777	8	13.57
791	13	18	10.55
113	10243	8	21.69
313	4827	3	10.88
894	166	171	1249.94
386	348	8	6.89
9299	117	6	11.02
36079	111	3	13.16
3603	109	15	15.59
2584	111	27	44.7
16019	101	6	8.44
30450	134	3	17.64
6170	127	5	7
1373	1798	3	15.09
352	613	13	33.95
127	8126	13	59.21
5231	4566	4	42.53
140	8273	4	7.87
12	4400	30	27.71
573	103	123	35.25
143	11968	3	7.25
2009	691	3	11.38
133	4714	6	8.61
5459	106	13	21.89
1019	608	5	16.41
12	971	107	20.3
14	577	279	13.55
122	33962	3	15.51
694	1545	4	15.29
1170	148	14	12.52
2159	869	11	78.09
132	112	763	86.05
217	3594	4	10.1
155	150	155	23.1
20553	806	5	62.32
12861	13132	9	185.68
819	132	40	58.95
727	115	36	6.68
554	23326	4	41.42
12	2820	47	42.4
653	4244	4	24.16
103	20947	4	10.68
167	11673	3	11.03
137	10763	5	14.88
900	13	20	18.39
85	7346	4	10.29
2080	2762	7	59.74
361	1527	4	9.13
1893	158	7	7.76
8186	118	12	40.68
9698	127	4	8.53
163	12663	4	16.76
814	1336	6	28.26
7813	158	5	16.8
107	12985	5	9.64
752	1282	4	14.56
847	129	23	12.83
239	433	12	9.66
747	16	35	13.1
15	9	16	25.44
4836	979	3	19.19
149	107	566	41
16676	131	4	14.26
524	5137	5	31.39
2214	523	3	10.23
5381	2011	3	24.73
124	186	121	7.89
4625	8496	15	251.2
431	17266	6	68.53
291	4174	3	9.53
916	497	12	50.58
180	9077	5	22.42
469	4114	4	19.85
2606	1276	3	16.79
565	110	72	30.25
6545	179	5	17.83
473	148	26	10.37
949	3300	3	16.52
210	11523	3	13.69
1555	577	4	13.76
116	21338	4	13.11
1044	1894	3	13.6
195	179	45	9.94
108	963	33	7.93
193	1476	7	9.98
162	893	11	7.57
225	1604	22	95.71
8	12996	3	6.96
2875	135	9	10.89
5816	119	10	19.02
3350	215	4	9.34
4101	233	3	7.28
103	11592	7	6.72
5510	192	4	12.12
2123	291	4	9.49
37023	192	3	25.09
116	8031	16	71.55
1927	516	3	9.26
30879	103	3	8.01
461	274	10	9.46
142	6811	5	10.24
109	36723	3	12.51
198	2151	6	11.9
269	268	25	25.93
2337	352	3	7.54
805	542	6	16.88
5758	162	4	9.11
3292	1853	3	20.85
101	12993	7	7.67
1249	673	3	8.37
2178	104	26	8.62
16669	137	3	9.13
14266	3543	5	67.79
142	12	2284	39.37
1	145	313	423.77
679	1083	3	7.72
263	3228	6	22.01
9117	101	13	22.6
4382	870	3	17.84
264	1220	8	17.54
774	113	38	11.46
135	18695	3	10.04
57	18835	3	10.58
230	641	15	26.25
24982	107	3	8.33
140	2554	10	12.73
139	579	26	9.47
21690	122	5	25.86
1	929	15	23.19
333	2448	3	7.19
119	470	53	12.7
16	110	1529	215.64
114	1396	23	10.9
201	148	84	19.4
10105	171	6	32.32
557	105	112	84.92
9955	192	13	108.82
2603	101	45	46.9
13988	107	4	6.72
33023	103	3	8.01
8968	104	13	33.01
4163	1026	5	36.37
2537	175	5	7.34
26267	57	3	14.22
263	5574	3	10.61
13322	8980	3	42.48
397	221	19	21.39
4909	8600	15	253.98
943	202	9	11.37
558	2194	3	10.46
139	7175	7	19.16
19422	140	3	10.52
5130	208	4	12.45
6930	257	7	42.43
292	3080	3	7.44
1304	3546	3	18.95
290	2289	4	9.79
111	2049	32	49.16
108	2	1134	46.24
104	31489	3	9.17
736	2562	3	13.13
22707	121	3	8.85
2679	251	4	9.3
1526	5603	4	33.32
57	1437	12	7.97
2680	383	3	8.9
10769	113	5	7.8
211	13409	3	14.87
225	1755	5	8.48
34859	587	3	35.13
138	2953	9	11.64
291	316	16	16.17
193	4109	4	9.23
293	1104	5	7.8
106	2859	29	54.94
1822	129	12	8.94
17452	102	6	13.32
15661	119	4	10.62
6097	116	7	6.65
8237	129	5	10.42
2	6425	6	8.13
15085	223	3	16.42
101	26515	4	8.93
406	399	19	51.9
408	630	7	14.76
106	4311	10	7.03
408	3128	4	16.93
6508	473	4	24.69
3051	18061	4	53.67
537	12	177	8.91
107	1987	24	19.44
106	1585	29	20.68
1511	20919	3	34.69
164	1543	8	9.31
165	370	24	9.76
4919	101	17	8.13
9559	149	3	6.69
1691	787	3	11.31
227	1445	5	7.2
2869	223	5	12.97
128	30519	3	17.05
16271	137	3	9.13
1277	115	25	11.03
348	138	59	32.59
120	8470	12	45.58
116	24470	4	17.88
10943	18361	6	113.5
1430	204	6	8.2
21	11328	6	25.79
1044	741	3	7.9
320	7661	6	38.55
1043	105	39	10.66
117	3569	10	7.74
264	723	8	10.15
3105	25273	3	41.94
236	587	50	195.49
237	209	33	19.72
143	2352	9	9
106	16498	4	8
6877	145	4	6.83
3682	111	14	15.79
1632	107	22	8.54
18234	131	3	9.63
618	1671	9	47.8
171	5376	4	10.93
1036	756	3	8.09
4104	529	3	14.09
10500	105	6	7.76
402	2132	3	8.14
500	361	7	8.51
127	10935	9	41.24
11526	103	8	10.31
401	158	27	16.15
430	593	5	7.04
156	10102	3	8.36
28383	101	3	6.69
24482	1915	3	38.48
15071	127	4	12.24
3626	1761	41	601.21
7106	532	4	26.62
1610	286	5	11.3
3147	106	14	10.11
1447	2205	4	24.27
13409	143	4	13.2
128	9256	4	7.19
1448	115	23	12.93
366	163	89	210.1
9863	116	6	10.46
250	10757	12	111.63
265	202	25	11.08
34011	7813	3	52.64
118	3995	10	10.15
131	13613	3	6.82
1818	18075	3	34.44
16663	2694	7	105.47
13242	9	9	53.71
1664	1668	3	15.64
2206	1807	3	17.87
650	105	62	13.37
139	1205	14	8.08
8540	178	3	9.52
36762	101	3	6.69
205	980	7	7.37
24382	29773	3	63.99
6913	148	5	11.8
115	17	43	11.83
802	3245	4	23.04
21867	12	5	7.31
439	949	27	153.15
346	168	26	10.82
855	222	8	9.54
376	9	67	50.82
3632	3970	4	37.71
411	118	76	30.45
914	1223	3	10.31
103	26678	4	10.68
105	28008	3	7.03
103	28288	4	10.68
7	293	6	8.13
4496	365	3	11.85
2099	107	21	13.64
8923	16377	7	128.53
704	5943	3	18.69
535	247	11	12.28
191	245	32	13.4
10615	142	4	10.56
2681	104	22	8.82
36750	104	3	9.17
8	15752	4	14.47
1458	6774	3	24.82
17487	104	5	10.36
443	5914	3	15.47
120	12398	4	7.59
946	4855	4	29.98
763	1124	4	13.58
4443	14264	3	37.99
23367	9	5	29.84
10989	3006	3	32.91
111	7698	13	39.45
504	2960	3	11.82
853	102	79	7.32
2989	143	9	13.03
227	4194	4	12.04
1870	104	32	12.56
14440	2408	4	48
537	137	30	12.78
1558	59	11	8.04
18795	104	6	18.33
136	4772	7	12.51
197	5082	3	6.96
4778	9076	5	64.13
1494	959	3	11.6
733	3697	3	15.53
319	2750	3	7.57
22607	12	5	7.31
137	162	144	7.38
164	951	36	107.5
4312	125	8	10.79
2367	20086	5	73.78
109	1236	28	9.05
1114	131	27	33.06
102	31180	3	6.66
180	13356	3	12.96
1822	109	20	8.17
7858	178	4	14.06
3427	11758	4	48.75
107	2226	16	6.78
762	149	16	7.6
102	28810	4	8.88
286	1986	5	13.1
164	2808	12	36.33
4521	115	15	27.45
1104	355	22	108.8
1316	7809	3	24.72
2378	25105	4	59.22
1040	674	3	7.54
8417	214	3	11.68
6463	5979	5	61.9
111	22603	3	6.91
8195	170	3	8.43
1898	101	47	23.65
36545	103	3	8.01
9893	257	4	22.51
298	5431	3	11.31
127	9644	8	28.98
399	1026	4	7.43
146	3318	6	6.85
22843	221	3	20.09
7770	195	3	9.65
31667	104	3	9.17
16	128	717	89.3
202	1281	6	6.93
618	315	13	29.19
5341	122	7	8.89
141	810	18	8.47
169	2065	11	25.28
16035	5196	5	74.78
107	17578	6	25.14
2718	643	3	12.67
1665	347	4	9.33
2719	273	15	78.97
233	2469	6	16.25
838	102	89	18.16
5758	188	4	12.09
562	7944	3	19.24
8702	193	3	10.37
331	281	19	25.59
1913	12347	5	58.3
3900	12	28	10.28
8668	103	10	10.67
57	19037	5	25.73
262	1166	5	6.83
132	12532	4	11.25
5728	2	8	13.16
2980	4729	6	62.93
7872	147	5	12.59
711	1882	3	11.23
3776	268	3	7.9
118	156	357	40.83
10143	138	4	10
5405	9	6	9.79
298	3602	3	8.66
2206	125	13	12.51
14331	127	4	12.24
18682	141	3	10.73
4418	166	5	11.26
1189	123	17	7.29
16669	12	7	10.24
109	17018	4	7.91
14945	120	4	9.61
5546	199	3	7.7
158	11954	3	10.21
172	6558	4	11.8
109	22698	4	11.94
235	5542	3	9.45
13	23264	3	13.03
18465	129	3	9.45
155	9039	3	7.25
59	134	267	9.17
637	1180	4	12.54
229	2673	7	21.57
125	14541	3	6.77
167	2029	9	17.14
14319	131	3	7.58
226	2301	4	7.13
108	944	42	19.74
106	159	356	18.97
2232	204	6	12.83
1789	1356	3	14.84
10705	102	12	26.64
151	13769	3	9.18
26605	3777	3	43
21198	117	3	7.95
111	3448	22	43.15
6773	187	3	8.44
637	3537	5	29.15
826	14	185	9.52
828	875	4	12.82
150	8964	5	15.84
9804	597	4	31.14
1906	106	22	12.99
290	4587	3	10.06
123	10309	5	12.12
437	1781	3	7.65
672	7798	3	20.31
5136	103	18	17.69
8	10315	4	9.28
536	2109	3	10
1353	9392	3	26.16
8425	224	4	18.87
1183	1046	8	44.45
673	121	42	22.17
136	1183	14	7.69
110	218	187	12.3
4855	16	7	6.89
103	29827	3	8.01
293	1705	4	7.71
323	102	295	47.26
162	3204	8	18.55
13	2697	8	9.85
1903	412	3	7.66
111	6285	8	9.57
2417	107	19	14.04
3756	24924	4	64.38
368	18168	6	63.37
8271	232	3	12.01
376	111	91	21.35
1044	2136	4	21.38
163	7546	3	6.94
947	233	10	18.48
59	7378	5	11.52
224	4483	4	12.79
23999	20262	4	84.01
121	11296	4	7.06
2099	131	12	11.66
569	449	16	55.73
979	116	41	27.44
107	18533	4	9.65
526	6340	3	17.09
35286	105	3	11.19
171	3581	6	15.55
327	14	602	15.53
1189	3954	4	27.9
1254	146	12	7.74
104	13152	7	12.83
14269	109	5	11.06
13242	111	9	39.49
1345	101	57	13.28
127	13242	4	11.08
16	3251	10	7.5
119	3638	9	6.79
204	629	10	7.97
26105	102	4	8.88
170	305	60	85.65
403	2578	11	62.46
563	225	22	46.34
8515	16	6	10.72
141	7499	5	11.2
371	2086	3	7.23
465	45	17	8.9
1448	21	18	32.92
5700	191	3	7.76
156	9409	3	7.87
590	218	10	8.48
5540	296	4	17.57
1009	205	9	13.31
12418	119	4	7.26
527	1048	5	14.6
248	12297	3	15.66
8840	181	3	9.8
1450	178	7	8.16
1100	2126	3	14.45
142	3252	16	43.76
172	3983	6	15.8
330	1299	4	7.05
5247	12	22	12.87
4738	416	3	13.46
326	838	13	39.85
5275	145	6	11.41
29715	122	3	15.51
1798	1822	84	1357.72
116	2427	20	19.89
118	1559	22	15.44
5920	158	10	42.76
4065	26906	3	43.51
451	9436	4	28.38
840	4004	11	93.44
45	272	30	8.1
2733	16172	7	106.01
7898	123	5	8.48
644	1736	3	10
176	8449	3	9.29
4655	112	31	135.51
375	568	6	7.69
2419	193	5	8.56
9869	194	3	11.3
9833	174	3	10.58
505	305	14	27.5
5966	2115	23	343.52
3565	307	3	8.8
4744	8462	3	34.41
8047	127	5	10
165	392	27	17.75
225	2540	5	11.62
57	997	22	21.37
1624	1631	3	15.38
13774	59	4	13.4
107	1959	20	9.91
610	128	28	9.07
141	18543	3	10.73
768	1074	4	13.31
36331	112	3	13.11
5302	550	3	16.11
4250	140	6	8.04
115	19889	4	10.92
325	187	22	10.61
12309	147	3	7.68
8	14368	4	14.47
38287	103	3	8.01
103	37137	3	8.01
688	5668	4	26.57
16857	16	4	10.5
9854	172	4	15.9
3426	107	14	12.02
10410	16377	7	131.64
361	109	90	7.87
454	1375	4	10.78
392	1433	4	9.71
14618	1167	5	55.92
2467	563	5	23.75
1864	375	3	6.78
33855	1166	3	39.8
306	104	387	387.8
155	18916	3	13
715	1410	3	9.57
123	441	41	8.41
174	264	99	192.72
684	203	10	8.93
3959	384	3	12.36
15058	12	8	11.7
1530	3822	4	29.84
5107	1537	4	32.42
2585	713	3	13.23
221	7680	3	11.25
1528	1222	3	13.21
102	4276	21	11.78
8440	9	4	7.61
112	28730	3	8.85
104	5052	21	36.11
387	4068	4	17.9
478	1015	4	8.91
1497	1017	3	12.03
14703	25418	4	77.92
8525	8	4	7.48
8617	57	4	8.45
11691	137	3	6.76
10155	439	4	28.98
12	1836	68	38.68
694	126	50	57.81
103	715	93	22.13
104	323	288	172.02
6927	167	4	11.69
101	1951	39	10.47
2738	122	16	22.53
101	3818	26	18.7
105	2300	23	14.42
17544	122	3	7.66
102	2696	31	11.03
760	695	4	9.74
21378	11826	3	49.54
185	2280	5	7.48
278	101	301	10.53
120	20532	3	8.63
3725	2797	6	57.52
4205	110	11	8.78
114	13244	4	6.9
3187	314	3	8.25
159	300	31	9.5
102	226	422	12.99
188	1503	6	6.9
1106	1148	8	44.86
480	4259	3	14.06
101	1146	109	126.88
12	1523	67	12.76
601	164	50	130.43
4178	483	3	13.54
2011	7744	3	27.47
279	840	6	7.95
4177	12	27	12.36
4171	1401	4	29.91
23751	8	4	23.71
447	4511	3	13.54
122	20437	5	25.86
217	766	10	12.84
6861	3435	3	29.83
